Samples	SBS96A	SBS96B
P-0017432-T01-IM6	5	3
P-0017437-T01-IM6	0	2
P-0017448-T01-IM6	8	2
P-0017467-T01-IM6	13	3
P-0017469-T01-IM6	4	0
P-0017493-T01-IM6	6	4
P-0017500-T01-IM6	12	2
P-0017509-T01-IM6	6	3
P-0017523-T01-IM6	0	1
P-0017534-T01-IM5	0	9
P-0017545-T01-IM5	1	5
P-0017546-T01-IM5	4	2
P-0017554-T01-IM5	12	0
P-0017594-T01-IM5	0	1
P-0017606-T01-IM5	14	1
P-0017607-T01-IM5	2	3
P-0017619-T01-IM5	6	7
P-0017626-T01-IM5	2	2
P-0017627-T01-IM5	2	0
P-0017632-T01-IM5	0	1
P-0017633-T01-IM5	1	0
P-0017637-T01-IM5	1	6
P-0017654-T02-IM5	1	1
P-0017670-T01-IM5	1	0
P-0017679-T01-IM6	1	6
P-0017722-T02-IM6	3	5
P-0017749-T01-IM6	4	5
P-0017751-T01-IM6	1	1
P-0017752-T01-IM6	0	2
P-0017780-T01-IM6	2	0
P-0017781-T01-IM6	1	4
P-0017794-T02-IM6	3	2
P-0017803-T01-IM6	31	18
P-0017805-T01-IM6	0	2
P-0017817-T01-IM6	1	4
P-0017832-T01-IM6	2	0
P-0017842-T02-IM6	10	4
P-0017858-T01-IM6	8	1
P-0017904-T01-IM6	0	1
P-0017910-T01-IM6	11	2
P-0017915-T01-IM6	11	2
P-0017924-T01-IM6	1	0
P-0017938-T02-IM6	5	6
P-0017946-T01-IM6	7	8
P-0017975-T01-IM6	1	0
P-0017976-T02-IM6	3	0
P-0017977-T01-IM6	0	4
P-0017978-T01-IM6	0	3
P-0017985-T01-IM6	2	1
P-0017991-T01-IM6	1	2
P-0018007-T01-IM6	0	4
P-0018014-T01-IM6	4	1
P-0018022-T01-IM6	1	6
P-0018029-T01-IM6	0	1
P-0018030-T01-IM6	2	8
P-0018033-T01-IM6	8	7
P-0018043-T01-IM6	6	1
P-0018047-T01-IM6	8	2
P-0018069-T01-IM6	0	3
P-0018078-T01-IM6	3	4
P-0018082-T01-IM6	1	0
P-0018099-T01-IM6	4	6
P-0018131-T01-IM6	3	0
P-0018137-T01-IM6	10	2
P-0018171-T01-IM6	5	0
P-0018193-T01-IM6	11	2
P-0018195-T01-IM6	10	2
P-0018196-T01-IM6	0	2
P-0018197-T01-IM6	34	21
P-0018201-T01-IM6	5	6
P-0018205-T01-IM6	0	3
P-0018222-T01-IM6	0	1
P-0018242-T01-IM6	2	2
P-0018243-T01-IM6	1	0
P-0018244-T01-IM6	8	14
P-0018245-T01-IM6	6	14
P-0018247-T01-IM6	5	5
P-0018271-T01-IM6	2	6
P-0018275-T01-IM6	0	5
P-0018280-T01-IM6	0	2
P-0018281-T01-IM6	0	1
P-0018284-T01-IM6	6	0
P-0018327-T01-IM6	9	3
P-0018379-T01-IM6	10	9
P-0018386-T01-IM6	1	2
P-0018434-T01-IM6	0	4
P-0018446-T01-IM6	2	2
P-0018453-T01-IM6	1	2
P-0018460-T01-IM6	0	2
P-0018462-T01-IM6	9	3
P-0018487-T01-IM6	1	1
P-0018490-T01-IM6	0	5
P-0018511-T01-IM6	5	4
P-0018517-T01-IM6	4	1
P-0018523-T01-IM6	8	0
P-0018525-T01-IM6	22	4
P-0018531-T01-IM6	2	5
P-0018553-T02-IM6	0	1
P-0018557-T01-IM6	3	5
P-0018560-T01-IM6	7	1
P-0018566-T01-IM6	6	2
P-0018573-T01-IM6	0	1
P-0018598-T02-IM6	6	4
P-0018644-T01-IM6	4	0
P-0018645-T01-IM6	1	0
P-0018654-T02-IM6	18	0
P-0018660-T01-IM6	10	17
P-0018681-T01-IM6	1	7
P-0018688-T01-IM6	13	4
P-0018692-T01-IM6	4	3
P-0018693-T01-IM6	61	13
P-0018761-T01-IM6	9	0
P-0018814-T01-IM6	9	4
P-0018820-T01-IM6	11	3
P-0018821-T01-IM6	8	1
P-0018847-T01-IM6	0	2
P-0018858-T01-IM6	2	4
P-0018865-T02-IM6	3	4
P-0018881-T01-IM6	0	7
P-0018883-T01-IM6	8	1
P-0018897-T01-IM6	0	3
P-0018916-T01-IM6	0	2
P-0018923-T01-IM6	1	2
P-0018967-T02-IM6	0	1
P-0018969-T01-IM6	1	2
P-0018972-T01-IM6	1	2
P-0018988-T01-IM6	5	0
P-0019035-T01-IM6	6	3
P-0019070-T01-IM6	0	3
P-0019082-T02-IM6	2	1
P-0019087-T01-IM6	1	1
P-0019092-T01-IM6	15	1
P-0019111-T01-IM6	6	7
P-0019128-T02-IM6	0	3
P-0019130-T01-IM6	3	3
P-0019131-T01-IM6	1	0
P-0019138-T01-IM6	0	3
P-0019161-T01-IM6	1	14
P-0019202-T01-IM6	0	3
P-0019206-T02-IM6	9	0
P-0019215-T01-IM6	0	1
P-0019252-T03-IM6	9	7
P-0019262-T01-IM6	22	12
P-0019266-T01-IM6	9	4
P-0019268-T01-IM6	1	4
P-0019303-T02-IM6	2	2
P-0019320-T01-IM6	37	18
P-0019323-T01-IM6	21	5
P-0019344-T01-IM6	1	0
P-0019370-T01-IM6	2	15
P-0019374-T01-IM6	2	0
P-0019390-T01-IM6	46	8
P-0019418-T01-IM6	5	0
P-0019419-T01-IM6	1	5
P-0019426-T01-IM6	16	16
P-0019436-T01-IM6	8	1
P-0019444-T01-IM6	21	20
P-0019450-T01-IM6	0	4
P-0019451-T01-IM6	10	1
P-0019455-T01-IM6	0	3
P-0019459-T02-IM6	2	3
P-0019461-T01-IM6	1	1
P-0019467-T01-IM6	7	0
P-0019469-T01-IM6	6	0
P-0019473-T01-IM6	10	2
P-0019474-T01-IM6	0	5
P-0019485-T01-IM6	10	0
P-0019491-T01-IM6	0	3
P-0019495-T01-IM6	8	6
P-0019507-T01-IM6	10	0
P-0019513-T01-IM6	2	2
P-0019533-T01-IM6	1	0
P-0019541-T01-IM6	1	0
P-0019552-T01-IM6	0	3
P-0019553-T01-IM6	1	2
P-0019558-T01-IM6	3	0
P-0019559-T01-IM6	0	4
P-0019560-T01-IM6	0	2
P-0019562-T01-IM6	0	2
P-0019597-T01-IM6	1	0
P-0019599-T01-IM6	0	36
P-0019600-T01-IM6	0	13
P-0019607-T06-IM6	0	3
P-0019612-T02-IM6	2	2
P-0019647-T01-IM6	0	5
P-0019676-T01-IM6	0	1
P-0019696-T01-IM6	0	3
P-0019700-T01-IM6	15	3
P-0019713-T01-IM6	4	8
P-0019765-T02-IM6	22	3
P-0019772-T01-IM6	5	0
P-0019802-T01-IM6	0	2
P-0019804-T01-IM6	7	1
P-0019805-T01-IM6	2	4
P-0019844-T01-IM6	0	1
P-0019845-T01-IM6	2	1
P-0019852-T02-IM6	3	0
P-0019856-T02-IM6	1	4
P-0019857-T01-IM6	2	0
P-0019897-T01-IM6	1	0
P-0019904-T01-IM6	47	0
P-0019914-T02-IM6	1	8
P-0019936-T01-IM6	10	1
P-0019950-T01-IM6	8	6
P-0019959-T01-IM6	0	2
P-0019961-T01-IM6	4	4
P-0019977-T01-IM6	8	13
P-0019978-T02-IM6	19	3
P-0019981-T01-IM6	0	3
P-0019982-T01-IM6	8	3
P-0020011-T01-IM6	7	1
P-0020014-T01-IM6	8	0
P-0020037-T01-IM6	5	0
P-0020044-T01-IM6	10	4
P-0020076-T02-IM6	3	1
P-0020119-T01-IM6	2	0
P-0020124-T01-IM6	1	0
P-0020133-T01-IM6	4	60
P-0020137-T01-IM6	2	0
P-0020138-T01-IM6	6	1
P-0020158-T01-IM6	3	2
P-0020160-T01-IM6	4	0
P-0020171-T01-IM6	4	5
P-0020172-T01-IM6	5	15
P-0020177-T01-IM6	0	3
P-0020184-T01-IM6	2	4
P-0020185-T01-IM6	1	1
P-0020189-T01-IM6	1	4
P-0020192-T01-IM6	7	2
P-0020224-T01-IM6	11	7
P-0020231-T01-IM6	3	4
P-0020236-T05-IM6	0	2
P-0020259-T01-IM6	1	3
P-0020273-T02-IM6	1	2
P-0020347-T01-IM6	2	2
P-0020406-T01-IM6	6	4
P-0020413-T01-IM6	1	1
P-0020437-T02-IM6	19	4
P-0020438-T01-IM6	6	1
P-0020455-T01-IM6	6	39
P-0020458-T01-IM6	0	1
P-0020490-T01-IM6	1	3
P-0020497-T01-IM6	6	2
P-0020503-T01-IM6	6	3
P-0020506-T01-IM6	1	0
P-0020513-T02-IM6	3	1
P-0020521-T01-IM6	3	0
P-0020543-T01-IM6	9	0
P-0020555-T01-IM6	2	0
P-0020557-T01-IM6	2	0
P-0020570-T01-IM6	4	3
P-0020572-T01-IM6	2	0
P-0020579-T01-IM6	4	0
P-0020664-T01-IM6	10	1
P-0020672-T01-IM6	0	2
P-0020674-T01-IM6	0	1
P-0020678-T01-IM6	0	2
P-0020685-T02-IM6	0	2
P-0020717-T01-IM6	5	1
P-0020721-T01-IM6	7	4
P-0020747-T05-IM6	7	2
P-0020761-T01-IM6	10	6
P-0020766-T01-IM6	6	0
P-0020776-T01-IM6	10	3
P-0020779-T01-IM6	5	6
P-0020782-T01-IM6	5	0
P-0020803-T03-IM6	2	0
P-0020820-T02-IM6	15	4
P-0020823-T02-IM6	2	4
P-0020825-T01-IM6	1	3
P-0020828-T01-IM6	4	2
P-0020861-T01-IM6	11	2
P-0020874-T01-IM6	3	5
P-0020883-T01-IM6	8	0
P-0020940-T01-IM6	19	12
P-0020944-T01-IM6	4	1
P-0020945-T02-IM6	21	17
P-0020950-T01-IM6	2	8
P-0020955-T01-IM6	8	0
P-0020962-T01-IM6	2	1
P-0020966-T05-IM6	17	0
P-0020986-T01-IM6	14	1
P-0020998-T01-IM6	3	0
P-0021003-T01-IM6	4	0
P-0021022-T01-IM6	3	4
P-0021029-T01-IM6	4	1
P-0021034-T01-IM6	4	3
P-0021038-T01-IM6	1	0
P-0021044-T01-IM6	8	1
P-0021054-T01-IM6	0	8
P-0021062-T01-IM6	1	1
P-0021088-T01-IM6	11	4
P-0021093-T01-IM6	9	0
P-0021100-T01-IM6	9	4
P-0021102-T01-IM6	1	3
P-0021105-T01-IM6	2	2
P-0021113-T01-IM6	2	0
P-0021120-T01-IM6	6	7
P-0021124-T01-IM6	1	0
P-0021150-T01-IM6	1	3
P-0021196-T01-IM6	0	5
P-0021224-T01-IM6	4	0
P-0021227-T01-IM6	5	2
P-0021228-T01-IM6	2	4
P-0021236-T01-IM6	4	1
P-0021259-T01-IM6	2	1
P-0021262-T01-IM6	0	1
P-0021270-T01-IM6	4	4
P-0021284-T01-IM6	2	0
P-0021285-T01-IM6	0	1
P-0021291-T01-IM6	21	0
P-0021295-T01-IM6	4	4
P-0021318-T01-IM6	1	4
P-0021324-T01-IM6	5	0
P-0021329-T01-IM6	8	9
P-0021349-T01-IM6	4	4
P-0021367-T01-IM6	6	3
P-0021387-T01-IM6	29	26
P-0021408-T01-IM6	11	0
P-0021419-T03-IM6	73	3
P-0021422-T01-IM6	0	2
P-0021429-T01-IM6	1	0
P-0021438-T01-IM6	3	0
P-0021442-T01-IM6	8	3
P-0021470-T01-IM6	10	4
P-0021495-T01-IM6	0	1
P-0021500-T01-IM6	0	2
P-0021521-T01-IM6	8	3
P-0021535-T01-IM6	13	1
P-0021539-T01-IM6	1	1
P-0021574-T03-IM6	1	9
P-0021578-T01-IM6	0	4
P-0021623-T01-IM6	3	8
P-0021628-T01-IM6	11	2
P-0021630-T01-IM6	2	2
P-0021663-T01-IM6	1	2
P-0021675-T01-IM6	3	0
P-0021691-T01-IM6	0	3
P-0021693-T01-IM6	0	4
P-0021703-T01-IM6	1	0
P-0021709-T01-IM6	4	4
P-0021718-T01-IM6	5	0
P-0021735-T01-IM6	9	8
P-0021736-T01-IM6	7	1
P-0021754-T01-IM6	0	3
P-0021773-T01-IM6	13	8
P-0021778-T01-IM6	3	3
P-0021797-T01-IM6	0	3
P-0021831-T01-IM6	0	1
P-0021833-T01-IM6	6	9
P-0021837-T01-IM6	0	2
P-0021839-T01-IM6	1	1
P-0021843-T02-IM6	0	2
P-0021849-T01-IM6	0	2
P-0021861-T01-IM6	33	8
P-0021862-T01-IM6	3	1
P-0021866-T01-IM6	3	3
P-0021871-T01-IM6	10	7
P-0021872-T01-IM6	11	1
P-0021873-T01-IM6	18	10
P-0021878-T02-IM6	5	1
P-0021879-T01-IM6	1	0
P-0021884-T01-IM6	0	1
P-0021896-T01-IM6	30	4
P-0021980-T01-IM6	1	1
P-0021987-T02-IM6	1	1
P-0021992-T01-IM6	26	2
P-0022011-T01-IM6	9	4
P-0022047-T01-IM6	8	3
P-0022097-T02-IM6	2	2
P-0022103-T01-IM6	1	3
P-0022127-T01-IM6	3	0
P-0022129-T01-IM6	0	2
P-0022138-T01-IM6	2	1
P-0022174-T01-IM6	2	7
P-0022184-T01-IM6	0	3
P-0022186-T01-IM6	11	5
P-0022198-T03-IM6	1	6
P-0022247-T01-IM6	15	1
P-0022251-T01-IM6	12	1
P-0022254-T01-IM6	1	1
P-0022283-T01-IM6	8	1
P-0022289-T01-IM6	2	0
P-0022290-T01-IM6	1	2
P-0022303-T01-IM6	1	0
P-0022304-T01-IM6	1	0
P-0022332-T01-IM6	12	2
P-0022353-T01-IM6	1	0
P-0022368-T01-IM6	0	2
P-0022372-T01-IM6	1	7
P-0022378-T01-IM6	1	9
P-0022380-T03-IM6	5	7
P-0022424-T01-IM6	0	2
P-0022429-T01-IM6	9	2
P-0022433-T01-IM6	15	4
P-0022450-T01-IM6	0	2
P-0022453-T01-IM6	11	2
P-0022457-T01-IM6	25	2
P-0022458-T04-IM6	1	2
P-0022461-T02-IM6	2	0
P-0022484-T01-IM6	2	0
P-0022491-T01-IM6	0	2
P-0022505-T01-IM6	2	0
P-0022509-T01-IM6	1	0
P-0022529-T01-IM6	2	0
P-0022578-T01-IM6	1	0
P-0022602-T01-IM6	10	0
P-0022604-T01-IM6	3	3
P-0022644-T01-IM6	3	0
P-0022654-T01-IM6	5	0
P-0022671-T01-IM6	4	3
P-0022687-T01-IM6	0	4
P-0022716-T01-IM6	6	3
P-0022729-T01-IM6	1	0
P-0022731-T01-IM6	8	0
P-0022763-T01-IM6	1	2
P-0022766-T01-IM6	6	1
P-0022777-T01-IM6	0	1
P-0022794-T01-IM6	29	6
P-0022800-T01-IM6	5	6
P-0022806-T01-IM6	11	2
P-0022808-T01-IM6	0	5
P-0022809-T01-IM6	4	2
P-0022819-T01-IM6	5	3
P-0022830-T01-IM6	3	2
P-0022838-T01-IM6	0	5
P-0022844-T02-IM6	8	2
P-0022848-T01-IM6	4	2
P-0022866-T01-IM6	1	0
P-0022881-T01-IM6	3	7
P-0022891-T03-IM6	0	9
P-0022922-T01-IM6	17	2
P-0022923-T01-IM6	2	1
P-0022926-T01-IM6	0	2
P-0022930-T01-IM6	4	1
P-0022931-T01-IM6	3	0
P-0022949-T01-IM6	6	3
P-0022951-T01-IM6	4	1
P-0023007-T01-IM6	1	0
P-0023012-T01-IM6	6	3
P-0023014-T01-IM6	4	0
P-0023023-T01-IM6	3	5
P-0023051-T01-IM6	0	2
P-0023089-T01-IM6	7	5
P-0023100-T01-IM6	5	5
P-0023102-T01-IM6	2	2
P-0023108-T01-IM6	0	2
P-0023153-T01-IM6	4	2
P-0023156-T01-IM6	4	14
P-0023157-T02-IM6	0	6
P-0023161-T01-IM6	0	1
P-0023167-T01-IM6	2	1
P-0023168-T01-IM6	8	4
P-0023205-T01-IM6	0	1
P-0023206-T01-IM6	0	3
P-0023218-T01-IM6	8	0
P-0023219-T01-IM6	3	0
P-0023248-T01-IM6	1	1
P-0023253-T01-IM6	9	1
P-0023260-T01-IM6	5	1
P-0023265-T01-IM6	0	8
P-0023306-T01-IM6	0	8
P-0023315-T01-IM6	0	1
P-0023316-T01-IM6	8	1
P-0023319-T01-IM6	0	1
P-0023347-T01-IM6	2	2
P-0023366-T03-IM6	7	14
P-0023379-T01-IM6	6	2
P-0023406-T02-IM6	15	0
P-0023408-T01-IM6	9	0
P-0023422-T01-IM6	1	2
P-0023438-T01-IM6	14	0
P-0023439-T01-IM6	2	1
P-0023456-T01-IM6	1	4
P-0023464-T01-IM6	9	1
P-0023468-T01-IM6	5	0
P-0023469-T01-IM6	14	6
P-0023471-T01-IM6	14	2
P-0023476-T02-IM6	0	1
P-0023481-T01-IM6	23	14
P-0023504-T01-IM6	1	1
P-0023534-T01-IM6	0	12
P-0023540-T01-IM6	5	2
P-0023552-T02-IM6	0	2
P-0023562-T01-IM6	1	0
P-0023569-T01-IM6	7	3
P-0023574-T01-IM6	2	4
P-0023575-T01-IM6	7	2
P-0023583-T02-IM6	9	3
P-0023586-T01-IM6	1	2
P-0023596-T01-IM6	4	2
P-0023598-T01-IM6	6	10
P-0023600-T01-IM6	7	6
P-0023602-T01-IM6	4	2
P-0023614-T02-IM6	8	9
P-0023617-T01-IM6	0	3
P-0023622-T01-IM6	7	0
P-0023624-T01-IM6	3	1
P-0023630-T01-IM6	3	4
P-0023631-T01-IM6	9	10
P-0023633-T01-IM6	3	3
P-0023664-T01-IM6	2	2
P-0023671-T01-IM6	2	2
P-0023678-T01-IM6	0	4
P-0023704-T01-IM6	3	2
P-0023745-T01-IM6	1	2
P-0023780-T01-IM6	0	5
P-0023788-T01-IM6	3	2
P-0023792-T01-IM6	2	1
P-0023859-T01-IM6	8	1
P-0023860-T01-IM6	3	0
P-0023902-T01-IM6	3	1
P-0023910-T09-IM6	2	5
P-0024025-T01-IM6	5	7
P-0024035-T01-IM6	9	0
P-0024037-T01-IM6	8	2
P-0024045-T01-IM6	1	1
P-0024047-T02-IM6	0	6
P-0024051-T01-IM6	5	2
P-0024066-T01-IM6	1	0
P-0024082-T01-IM6	3	3
P-0024090-T01-IM6	2	1
P-0024131-T01-IM6	0	4
P-0024178-T01-IM6	3	5
P-0024193-T01-IM6	28	4
P-0024197-T01-IM6	2	3
P-0024225-T01-IM6	2	0
P-0024228-T01-IM6	7	5
P-0024229-T01-IM6	7	13
P-0024267-T01-IM6	8	0
P-0024303-T01-IM6	2	3
P-0024306-T01-IM6	11	1
P-0024313-T01-IM6	0	1
P-0024319-T02-IM6	1	3
P-0024333-T03-IM6	2	0
P-0024335-T01-IM6	1	0
P-0024349-T01-IM6	13	0
P-0024356-T01-IM6	0	3
P-0024401-T01-IM6	0	1
P-0024421-T02-IM6	7	0
P-0024467-T01-IM6	3	2
P-0024480-T01-IM6	1	3
P-0024483-T01-IM6	0	3
P-0024493-T01-IM6	0	2
P-0024498-T01-IM6	4	3
P-0024516-T01-IM6	1	3
P-0024561-T01-IM6	0	1
P-0024567-T01-IM6	5	7
P-0024571-T01-IM6	16	3
P-0024572-T01-IM6	1	0
P-0024614-T01-IM6	2	0
P-0024636-T01-IM6	16	1
P-0024670-T01-IM6	2	2
P-0024673-T01-IM6	3	0
P-0024677-T02-IM6	0	5
P-0024680-T01-IM6	8	3
P-0024684-T01-IM6	2	5
P-0024685-T01-IM6	2	3
P-0024689-T01-IM6	5	1
P-0024737-T01-IM6	2	2
P-0024758-T01-IM6	8	1
P-0024761-T01-IM6	2	0
P-0024764-T01-IM6	8	6
P-0024772-T01-IM6	0	3
P-0024822-T01-IM6	5	4
P-0024834-T01-IM6	4	0
P-0024843-T01-IM6	1	0
P-0024844-T01-IM6	13	5
P-0024878-T01-IM6	4	0
P-0024886-T01-IM6	1	6
P-0024900-T02-IM6	3	3
P-0024901-T01-IM6	4	2
P-0024907-T01-IM6	2	4
P-0024932-T01-IM6	0	5
P-0024949-T01-IM6	8	6
P-0024950-T01-IM6	6	1
P-0024977-T01-IM6	17	14
P-0024999-T01-IM6	1	3
P-0025024-T01-IM6	1	1
P-0025040-T01-IM6	1	0
P-0025069-T01-IM6	24	8
P-0025100-T02-IM6	1	4
P-0025107-T01-IM6	4	3
P-0025127-T01-IM6	0	9
P-0025152-T01-IM6	2	2
P-0025170-T01-IM6	0	4
P-0025175-T01-IM6	0	12
P-0025189-T01-IM6	21	2
P-0025245-T02-IM6	2	30
P-0025280-T01-IM6	0	3
P-0025284-T01-IM6	2	0
P-0025344-T01-IM6	0	1
P-0025354-T01-IM6	12	0
P-0025376-T01-IM6	0	3
P-0025377-T01-IM6	15	4
P-0025382-T01-IM6	10	4
P-0025401-T01-IM6	4	1
P-0025409-T01-IM6	4	3
P-0025411-T01-IM6	19	0
P-0025443-T01-IM6	8	1
P-0025451-T01-IM6	1	1
P-0025465-T01-IM6	2	0
P-0025531-T01-IM6	0	3
P-0025534-T01-IM6	0	2
P-0025546-T01-IM6	7	0
P-0025549-T01-IM6	6	4
P-0025566-T01-IM6	1	0
P-0025568-T01-IM6	4	4
P-0025569-T01-IM6	5	1
P-0025575-T01-IM6	1	1
P-0025598-T01-IM6	13	1
P-0025601-T02-IM6	0	2
P-0025637-T01-IM6	5	3
P-0025638-T01-IM6	6	8
P-0025642-T01-IM6	3	3
P-0025647-T01-IM6	18	0
P-0025651-T01-IM6	9	2
P-0025652-T01-IM6	4	2
P-0025674-T01-IM6	4	1
P-0025691-T02-IM6	5	4
P-0025699-T02-IM6	1	7
P-0025713-T01-IM6	0	1
P-0025714-T03-IM6	7	0
P-0025716-T01-IM6	19	3
P-0025721-T01-IM6	9	0
P-0025722-T01-IM6	4	0
P-0025728-T01-IM6	0	1
P-0025730-T01-IM6	1	0
P-0025736-T04-IM6	0	1
P-0025738-T02-IM6	4	16
P-0025739-T01-IM6	20	5
P-0025741-T01-IM6	3	0
P-0025762-T01-IM6	2	0
P-0025764-T01-IM6	4	0
P-0025777-T01-IM6	1	1
P-0025833-T01-IM6	2	0
P-0025836-T01-IM6	1	0
P-0025838-T01-IM6	1	3
P-0025852-T01-IM6	0	2
P-0025860-T01-IM6	15	3
P-0025872-T01-IM6	0	11
P-0025916-T01-IM6	0	4
P-0025917-T02-IM6	18	7
P-0025918-T01-IM6	35	17
P-0025927-T01-IM6	0	4
P-0025928-T01-IM6	0	3
P-0025930-T03-IM6	2	3
P-0025931-T01-IM6	4	8
P-0025936-T01-IM6	8	2
P-0025941-T02-IM6	1	3
P-0025956-T01-IM6	5	0
P-0025984-T01-IM6	15	1
P-0026019-T01-IM6	6	1
P-0026022-T01-IM6	0	4
P-0026029-T01-IM6	14	1
P-0026033-T01-IM6	0	2
P-0026042-T01-IM6	2	0
P-0026043-T01-IM6	29	32
P-0026045-T01-IM6	1	0
P-0026050-T04-IM6	10	1
P-0026059-T01-IM6	4	3
P-0026080-T01-IM6	1	0
P-0026108-T01-IM6	0	4
P-0026115-T01-IM6	0	3
P-0026120-T01-IM6	10	1
P-0026136-T01-IM6	0	11
P-0026138-T01-IM6	2	0
P-0026140-T01-IM6	15	0
P-0026141-T02-IM6	1	4
P-0026161-T01-IM6	10	2
P-0026168-T01-IM6	9	2
P-0026187-T01-IM6	24	31
P-0026206-T01-IM6	3	1
P-0026255-T01-IM6	0	3
P-0026262-T02-IM6	10	0
P-0026276-T01-IM6	2	0
P-0026289-T01-IM6	10	2
P-0026292-T01-IM6	1	1
P-0026293-T01-IM6	2	4
P-0026308-T01-IM6	1	1
P-0026323-T01-IM6	1	0
P-0026332-T01-IM6	2	3
P-0026363-T01-IM6	2	0
P-0026370-T02-IM6	4	3
P-0026371-T02-IM6	2	2
P-0026376-T01-IM6	5	1
P-0026426-T01-IM6	1	4
P-0026445-T02-IM6	3	1
P-0026525-T01-IM6	0	5
P-0026530-T03-IM6	1	2
P-0026536-T01-IM6	4	20
P-0026569-T02-IM6	1	0
P-0026589-T02-IM6	0	1
P-0026599-T02-IM6	5	0
P-0026616-T01-IM6	5	0
P-0026624-T01-IM6	5	3
P-0026680-T01-IM6	1	3
P-0026688-T01-IM6	10	1
P-0026689-T01-IM6	0	11
P-0026691-T01-IM6	2	0
P-0026693-T01-IM6	0	4
P-0026695-T01-IM6	0	1
P-0026697-T01-IM6	5	6
P-0026701-T01-IM6	6	1
P-0026708-T01-IM6	4	5
P-0026722-T01-IM6	2	0
P-0026777-T02-IM6	1	0
P-0026778-T01-IM6	11	6
P-0026786-T01-IM6	0	1
P-0026792-T01-IM6	16	5
P-0026821-T05-IM6	0	2
P-0026853-T01-IM6	2	4
P-0026883-T01-IM6	0	3
P-0026932-T01-IM6	5	1
P-0026954-T01-IM6	2	2
P-0026961-T01-IM6	8	1
P-0026968-T01-IM6	5	0
P-0026974-T01-IM6	2	1
P-0026987-T01-IM6	5	2
P-0026989-T03-IM6	3	1
P-0026997-T01-IM6	0	1
P-0027018-T01-IM6	8	1
P-0027071-T01-IM6	0	1
P-0027087-T04-IM6	0	1
P-0027088-T01-IM6	2	0
P-0027090-T01-IM6	3	2
P-0027092-T01-IM6	0	2
P-0027093-T01-IM6	13	4
P-0027131-T01-IM6	2	2
P-0027133-T01-IM6	11	4
P-0027142-T01-IM6	2	2
P-0027187-T01-IM6	7	0
P-0027192-T01-IM6	1	3
P-0027196-T01-IM6	0	1
P-0027199-T01-IM6	1	6
P-0027244-T01-IM6	12	1
P-0027249-T01-IM6	2	0
P-0027251-T01-IM6	0	3
P-0027257-T01-IM6	3	1
P-0027304-T01-IM6	0	2
P-0027343-T01-IM6	3	10
P-0027347-T01-IM6	12	0
P-0027351-T01-IM6	1	3
P-0027353-T01-IM6	0	4
P-0027407-T01-IM6	3	2
P-0027419-T03-IM6	0	6
P-0027424-T01-IM6	1	1
P-0027434-T01-IM6	2	2
P-0027442-T01-IM6	7	1
P-0027492-T01-IM6	11	0
P-0027493-T01-IM6	3	1
P-0027507-T01-IM6	5	3
P-0027528-T01-IM6	4	4
P-0027531-T01-IM6	0	3
P-0027540-T01-IM6	9	1
P-0027541-T01-IM6	0	1
P-0027554-T01-IM6	0	9
P-0027576-T01-IM6	2	2
P-0027600-T01-IM6	2	1
P-0027630-T01-IM6	0	3
P-0027633-T01-IM6	26	3
P-0027639-T01-IM6	21	5
P-0027654-T01-IM6	32	2
P-0027657-T01-IM6	1	0
P-0027664-T01-IM6	4	1
P-0027667-T01-IM6	0	5
P-0027673-T01-IM6	7	9
P-0027677-T01-IM6	1	0
P-0027684-T01-IM6	4	1
P-0027685-T01-IM6	0	3
P-0027709-T01-IM6	26	3
P-0027723-T01-IM6	0	4
P-0027726-T01-IM6	23	0
P-0027731-T01-IM6	20	2
P-0027742-T01-IM6	2	0
P-0027762-T01-IM6	0	1
P-0027764-T01-IM6	0	1
P-0027811-T01-IM6	0	3
P-0027812-T01-IM6	6	4
P-0027813-T02-IM6	9	0
P-0027817-T03-IM6	5	0
P-0027818-T01-IM6	4	0
P-0027822-T01-IM6	13	0
P-0027828-T01-IM6	0	2
P-0027832-T01-IM6	6	4
P-0027848-T01-IM6	9	9
P-0027849-T01-IM6	2	1
P-0027853-T01-IM6	2	2
P-0027855-T01-IM6	6	0
P-0027860-T01-IM6	4	3
P-0027930-T01-IM6	13	0
P-0027953-T01-IM6	2	2
P-0027991-T01-IM6	1	2
P-0027996-T01-IM6	0	2
P-0028012-T01-IM6	1	2
P-0028033-T01-IM6	0	2
P-0028081-T01-IM6	0	9
P-0028092-T01-IM6	2	7
P-0028096-T02-IM6	2	5
P-0028111-T01-IM6	6	1
P-0028117-T01-IM6	9	6
P-0028139-T02-IM6	3	0
P-0028145-T01-IM6	7	1
P-0028162-T01-IM6	1	3
P-0028173-T01-IM6	3	0
P-0028175-T02-IM6	3	8
P-0028177-T01-IM6	1	0
P-0028196-T01-IM6	4	1
P-0028239-T01-IM6	2	0
P-0028242-T01-IM6	2	3
P-0028244-T01-IM6	14	0
P-0028245-T01-IM6	3	0
P-0028252-T01-IM6	1	0
P-0028256-T01-IM6	2	1
P-0028272-T01-IM6	0	1
P-0028283-T03-IM6	1	2
P-0028287-T01-IM6	1	0
P-0028292-T01-IM6	0	2
P-0028295-T01-IM6	0	1
P-0028320-T01-IM6	10	8
P-0028332-T01-IM6	3	1
P-0028337-T01-IM6	3	0
