Samples	SBS96A	SBS96B
P-0028377-T01-IM6	2	0
P-0028385-T01-IM6	1	0
P-0028391-T02-IM6	1	2
P-0028412-T01-IM6	4	2
P-0028466-T01-IM6	6	0
P-0028486-T02-IM6	1	3
P-0028498-T01-IM6	7	1
P-0028520-T01-IM6	7	3
P-0028529-T01-IM6	0	2
P-0028541-T01-IM6	2	0
P-0028554-T01-IM6	8	0
P-0028600-T01-IM6	5	18
P-0028606-T01-IM6	25	4
P-0028609-T01-IM6	3	0
P-0028615-T01-IM6	2	1
P-0028622-T01-IM6	3	1
P-0028623-T01-IM6	0	4
P-0028627-T01-IM6	7	0
P-0028694-T01-IM6	0	1
P-0028698-T01-IM6	1	1
P-0028699-T01-IM6	0	1
P-0028711-T03-IM6	0	2
P-0028712-T01-IM6	16	9
P-0028720-T01-IM6	2	1
P-0028723-T01-IM6	9	2
P-0028743-T01-IM6	6	1
P-0028745-T01-IM6	1	0
P-0028746-T01-IM6	1	0
P-0028751-T01-IM6	2	4
P-0028809-T04-IM6	7	2
P-0028838-T04-IM6	0	5
P-0028841-T01-IM6	6	2
P-0028847-T02-IM6	1	0
P-0028858-T01-IM6	2	0
P-0028865-T02-IM6	1	0
P-0028890-T02-IM6	0	3
P-0028893-T01-IM6	10	0
P-0028897-T02-IM6	4	3
P-0028899-T01-IM6	7	1
P-0028901-T01-IM6	0	1
P-0028902-T01-IM6	5	7
P-0028906-T01-IM6	7	0
P-0028916-T02-IM6	18	3
P-0028930-T01-IM6	5	1
P-0028936-T01-IM6	0	2
P-0028938-T01-IM6	0	2
P-0028940-T01-IM6	18	3
P-0028944-T01-IM6	10	1
P-0028945-T01-IM6	0	2
P-0028947-T01-IM6	2	0
P-0028951-T01-IM6	2	1
P-0028958-T01-IM6	0	1
P-0028966-T01-IM6	9	0
P-0028996-T01-IM6	0	1
P-0029016-T01-IM6	0	2
P-0029061-T01-IM6	1	5
P-0029066-T01-IM6	8	2
P-0029112-T01-IM6	0	3
P-0029142-T01-IM6	1	0
P-0029148-T01-IM6	13	0
P-0029152-T01-IM6	4	0
P-0029158-T01-IM6	0	2
P-0029165-T01-IM6	5	0
P-0029174-T01-IM6	1	4
P-0029180-T01-IM6	8	0
P-0029225-T01-IM6	0	5
P-0029294-T01-IM6	16	3
P-0029295-T01-IM6	0	1
P-0029389-T01-IM6	0	1
P-0029396-T01-IM6	7	2
P-0029401-T02-IM6	0	2
P-0029402-T01-IM6	2	5
P-0029432-T01-IM6	0	4
P-0029433-T01-IM6	7	0
P-0029439-T01-IM6	1	10
P-0029449-T01-IM6	3	3
P-0029455-T02-IM6	13	2
P-0029472-T01-IM6	1	0
P-0029521-T01-IM6	0	1
P-0029526-T01-IM6	8	4
P-0029528-T02-IM6	17	1
P-0029532-T04-IM6	3	3
P-0029545-T01-IM6	0	4
P-0029550-T01-IM6	0	2
P-0029559-T01-IM6	4	3
P-0029583-T01-IM6	1	2
P-0029585-T01-IM6	9	2
P-0029593-T01-IM6	3	9
P-0029594-T01-IM6	1	1
P-0029608-T01-IM6	10	4
P-0029613-T01-IM6	23	6
P-0029624-T01-IM6	10	3
P-0029625-T01-IM6	10	0
P-0029637-T01-IM6	5	1
P-0029663-T01-IM6	8	1
P-0029738-T01-IM6	2	1
P-0029750-T01-IM6	0	2
P-0029787-T03-IM6	0	4
P-0029798-T01-IM6	4	1
P-0029826-T01-IM6	23	5
P-0029846-T02-IM6	0	1
P-0029874-T01-IM6	5	3
P-0029936-T01-IM6	5	1
P-0029943-T01-IM6	2	6
P-0029944-T01-IM6	12	17
P-0029951-T01-IM6	14	0
P-0029969-T01-IM6	8	4
P-0029971-T01-IM6	0	1
P-0029977-T01-IM6	7	12
P-0029991-T01-IM6	1	6
P-0029997-T01-IM6	0	2
P-0030050-T01-IM6	7	0
P-0030090-T01-IM6	8	4
P-0030094-T03-IM6	8	1
P-0030104-T01-IM6	2	1
P-0030111-T01-IM6	3	1
P-0030125-T01-IM6	1	0
P-0030134-T01-IM6	4	1
P-0030146-T01-IM6	1	1
P-0030156-T01-IM6	24	4
P-0030159-T03-IM6	0	1
P-0030161-T01-IM6	10	1
P-0030188-T01-IM6	10	0
P-0030262-T01-IM6	1	4
P-0030299-T01-IM6	12	10
P-0030300-T01-IM6	0	4
P-0030303-T01-IM6	3	4
P-0030309-T01-IM6	0	1
P-0030317-T01-IM6	1	6
P-0030358-T01-IM6	8	1
P-0030368-T01-IM6	14	28
P-0030382-T01-IM6	1	1
P-0030396-T02-IM6	1	1
P-0030453-T01-IM6	1	0
P-0030457-T01-IM6	2	0
P-0030471-T01-IM6	2	0
P-0030560-T01-IM6	3	3
P-0030562-T01-IM6	6	3
P-0030565-T01-IM6	4	5
P-0030567-T01-IM6	7	0
P-0030626-T01-IM6	17	6
P-0030651-T01-IM6	0	1
P-0030660-T01-IM6	14	1
P-0030685-T01-IM6	0	4
P-0030688-T01-IM6	2	0
P-0030689-T01-IM6	1	3
P-0030694-T01-IM6	8	2
P-0030700-T01-IM6	1	0
P-0030706-T02-IM6	1	1
P-0030710-T01-IM6	2	2
P-0030719-T01-IM6	14	4
P-0030731-T01-IM6	0	7
P-0030789-T01-IM6	1	12
P-0030790-T01-IM6	8	14
P-0030797-T01-IM6	1	1
P-0030807-T01-IM6	6	11
P-0030808-T01-IM6	1	3
P-0030811-T01-IM6	4	1
P-0030818-T01-IM6	0	3
P-0030848-T01-IM6	5	3
P-0030869-T01-IM6	6	1
P-0030893-T01-IM6	10	1
P-0030907-T01-IM6	0	3
P-0030932-T01-IM6	3	0
P-0030964-T01-IM6	2	2
P-0030990-T03-IM6	3	0
P-0030998-T01-IM6	0	3
P-0031005-T02-IM6	0	2
P-0031031-T01-IM6	0	4
P-0031046-T01-IM6	0	2
P-0031071-T02-IM6	8	0
P-0031076-T01-IM6	1	2
P-0031081-T01-IM6	1	2
P-0031090-T01-IM6	4	1
P-0031096-T01-IM6	3	1
P-0031139-T01-IM6	2	5
P-0031141-T01-IM6	3	0
P-0031191-T01-IM6	5	10
P-0031219-T01-IM6	2	5
P-0031220-T01-IM6	1	0
P-0031232-T01-IM6	7	1
P-0031258-T03-IM6	2	1
P-0031267-T01-IM6	5	0
P-0031281-T01-IM6	7	5
P-0031283-T01-IM6	4	0
P-0031288-T01-IM6	15	0
P-0031299-T03-IM6	1	3
P-0031300-T01-IM6	12	1
P-0031301-T01-IM6	4	3
P-0031303-T01-IM6	0	16
P-0031304-T01-IM6	0	5
P-0031319-T02-IM6	8	6
P-0031324-T01-IM6	1	1
P-0031331-T01-IM6	6	3
P-0031337-T01-IM6	0	3
P-0031357-T01-IM6	5	5
P-0031368-T04-IM6	0	1
P-0031373-T01-IM6	12	0
P-0031386-T01-IM6	4	1
P-0031406-T01-IM6	1	0
P-0031413-T01-IM6	2	1
P-0031442-T01-IM6	68	2
P-0031447-T01-IM6	1	1
P-0031459-T01-IM6	1	4
P-0031470-T02-IM6	1	8
P-0031505-T01-IM6	11	0
P-0031521-T01-IM6	8	2
P-0031526-T01-IM6	2	0
P-0031558-T01-IM6	4	0
P-0031563-T01-IM6	12	3
P-0031577-T01-IM6	9	3
P-0031602-T01-IM6	3	1
P-0031604-T01-IM6	1	0
P-0031685-T01-IM6	0	1
P-0031686-T01-IM6	9	1
P-0031694-T01-IM6	0	2
P-0031704-T01-IM6	0	6
P-0031707-T01-IM6	12	3
P-0031725-T01-IM6	6	0
P-0031726-T01-IM6	3	3
P-0031727-T01-IM6	2	2
P-0031735-T01-IM6	2	0
P-0031737-T01-IM6	2	1
P-0031738-T01-IM6	0	1
P-0031739-T01-IM6	6	4
P-0031740-T01-IM6	0	2
P-0031750-T01-IM6	15	12
P-0031757-T01-IM6	2	0
P-0031825-T01-IM6	1	0
P-0031827-T02-IM6	1	2
P-0031886-T01-IM6	20	7
P-0031911-T02-IM6	2	3
P-0031912-T01-IM6	4	12
P-0032002-T01-IM6	1	0
P-0032008-T01-IM6	6	0
P-0032016-T02-IM6	19	4
P-0032028-T01-IM6	2	0
P-0032029-T01-IM6	1	2
P-0032035-T01-IM6	15	4
P-0032053-T01-IM6	3	1
P-0032076-T02-IM6	3	0
P-0032112-T01-IM6	17	7
P-0032124-T01-IM6	2	2
P-0032126-T01-IM6	7	0
P-0032136-T01-IM6	0	6
P-0032158-T01-IM6	0	2
P-0032167-T01-IM6	1	0
P-0032170-T01-IM6	0	1
P-0032172-T01-IM6	10	7
P-0032175-T02-IM6	1	2
P-0032177-T01-IM6	1	0
P-0032179-T01-IM6	15	5
P-0032183-T03-IM6	26	4
P-0032190-T01-IM6	3	0
P-0032227-T01-IM6	1	3
P-0032231-T01-IM6	4	2
P-0032253-T01-IM6	0	7
P-0032261-T01-IM6	0	4
P-0032262-T01-IM6	2	0
P-0032270-T01-IM6	1	3
P-0032274-T01-IM6	7	4
P-0032280-T01-IM6	15	3
P-0032292-T01-IM6	3	6
P-0032340-T01-IM6	15	5
P-0032345-T01-IM6	1	1
P-0032349-T01-IM6	0	3
P-0032358-T01-IM6	0	5
P-0032387-T01-IM6	4	5
P-0032406-T01-IM6	3	2
P-0032407-T01-IM6	0	1
P-0032444-T01-IM6	0	1
P-0032455-T01-IM6	8	6
P-0032463-T01-IM6	1	7
P-0032476-T01-IM6	0	1
P-0032477-T01-IM6	0	2
P-0032479-T01-IM6	7	1
P-0032511-T01-IM6	3	0
P-0032513-T01-IM6	3	0
P-0032514-T01-IM6	2	1
P-0032518-T01-IM6	0	2
P-0032526-T01-IM6	0	4
P-0032532-T01-IM6	6	1
P-0032534-T01-IM6	6	0
P-0032537-T02-IM6	1	1
P-0032630-T01-IM6	2	0
P-0032632-T01-IM6	3	4
P-0032635-T01-IM6	0	1
P-0032644-T01-IM6	1	0
P-0032645-T01-IM6	0	2
P-0032676-T01-IM6	2	1
P-0032682-T01-IM6	2	1
P-0032683-T01-IM6	0	1
P-0032686-T01-IM6	2	2
P-0032689-T01-IM6	12	0
P-0032722-T01-IM6	0	2
P-0032724-T01-IM6	0	1
P-0032747-T01-IM6	3	1
P-0032748-T01-IM6	3	3
P-0032753-T01-IM6	2	1
P-0032755-T01-IM6	9	3
P-0032784-T01-IM6	3	3
P-0032809-T01-IM6	1	0
P-0032814-T01-IM6	3	1
P-0032822-T01-IM6	3	3
P-0032823-T01-IM6	9	2
P-0032828-T01-IM6	1	14
P-0032833-T01-IM6	0	1
P-0032855-T01-IM6	5	1
P-0032858-T01-IM6	13	3
P-0032874-T01-IM6	1	1
P-0032902-T01-IM6	8	0
P-0033005-T01-IM6	5	0
P-0033068-T01-IM6	2	1
P-0033072-T01-IM6	0	1
P-0033078-T01-IM6	4	0
P-0033082-T01-IM6	2	4
P-0033085-T01-IM6	0	1
P-0033090-T01-IM6	0	2
P-0033093-T01-IM6	1	4
P-0033129-T01-IM6	6	1
P-0033156-T01-IM6	1	0
P-0033178-T01-IM6	1	8
P-0033180-T01-IM6	0	4
P-0033183-T01-IM6	1	2
P-0033222-T01-IM6	4	0
P-0033239-T01-IM6	0	2
P-0033313-T02-IM6	1	0
P-0033314-T01-IM6	1	0
P-0033315-T03-IM6	2	1
P-0033317-T01-IM6	2	3
P-0033320-T01-IM6	4	2
P-0033325-T01-IM6	3	4
P-0033356-T01-IM6	3	4
P-0033379-T01-IM6	0	3
P-0033380-T01-IM6	2	0
P-0033406-T01-IM6	2	1
P-0033414-T01-IM6	5	3
P-0033441-T01-IM6	5	1
P-0033485-T01-IM6	4	0
P-0033489-T01-IM6	5	2
P-0033508-T01-IM6	0	3
P-0033579-T01-IM6	1	2
P-0033581-T01-IM6	2	5
P-0033584-T01-IM6	3	0
P-0033600-T01-IM6	8	1
P-0033603-T01-IM6	8	0
P-0033609-T01-IM6	6	2
P-0033611-T01-IM6	14	2
P-0033615-T01-IM6	17	11
P-0033631-T01-IM6	2	0
P-0033652-T01-IM6	4	0
P-0033683-T02-IM6	0	3
P-0033700-T02-IM6	0	15
P-0033712-T01-IM6	9	0
P-0033735-T02-IM6	2	6
P-0033741-T01-IM6	1	2
P-0033747-T01-IM6	0	4
P-0033749-T01-IM6	0	1
P-0033764-T02-IM6	3	3
P-0033766-T01-IM6	52	15
P-0033781-T01-IM6	1	1
P-0033786-T01-IM6	6	0
P-0033792-T01-IM6	0	6
P-0033806-T01-IM6	5	4
P-0033809-T01-IM6	0	2
P-0033815-T01-IM6	2	2
P-0033823-T01-IM6	0	2
P-0033841-T01-IM6	9	0
P-0033844-T01-IM6	5	3
P-0033845-T01-IM6	4	9
P-0033851-T01-IM6	0	3
P-0033855-T01-IM6	5	0
P-0033884-T01-IM6	6	1
P-0033889-T01-IM6	2	0
P-0033892-T01-IM6	7	3
P-0033896-T01-IM6	1	1
P-0033926-T01-IM6	8	2
P-0033929-T02-IM6	6	0
P-0033931-T01-IM6	1	0
P-0033949-T01-IM6	5	5
P-0033974-T01-IM6	0	1
P-0033978-T01-IM6	3	0
P-0033998-T02-IM6	3	2
P-0034062-T02-IM6	0	4
P-0034067-T01-IM6	3	1
P-0034100-T01-IM6	2	0
P-0034124-T01-IM6	4	1
P-0034125-T01-IM6	2	0
P-0034133-T01-IM6	3	3
P-0034144-T01-IM6	1	2
P-0034163-T01-IM6	3	1
P-0034165-T01-IM6	2	3
P-0034180-T01-IM6	8	7
P-0034194-T01-IM6	1	0
P-0034215-T01-IM6	4	1
P-0034307-T01-IM6	9	0
P-0034330-T01-IM6	16	1
P-0034342-T02-IM6	5	0
P-0034352-T01-IM6	9	0
P-0034357-T01-IM6	0	6
P-0034364-T01-IM6	67	14
P-0034366-T01-IM6	0	1
P-0034368-T04-IM6	0	9
P-0034373-T01-IM6	10	1
P-0034450-T01-IM6	0	3
P-0034502-T02-IM6	0	2
P-0034554-T01-IM6	5	1
P-0034559-T01-IM6	26	2
P-0034562-T01-IM6	5	2
P-0034567-T01-IM6	5	8
P-0034569-T02-IM6	0	1
P-0034571-T01-IM6	3	2
P-0034575-T01-IM6	13	2
P-0034580-T01-IM6	2	3
P-0034604-T01-IM6	3	1
P-0034606-T01-IM6	0	4
P-0034609-T01-IM6	1	0
P-0034638-T04-IM6	14	2
P-0034643-T01-IM6	2	1
P-0034644-T01-IM6	6	2
P-0034650-T01-IM6	8	13
P-0034668-T01-IM6	1	2
P-0034677-T01-IM6	2	5
P-0034706-T01-IM6	1	0
P-0034711-T01-IM6	0	5
P-0034750-T01-IM6	0	5
P-0034752-T01-IM6	0	3
P-0034781-T01-IM6	2	0
P-0034785-T01-IM6	0	4
P-0034882-T01-IM6	3	3
P-0034928-T01-IM6	4	0
P-0034937-T01-IM6	8	0
P-0034948-T01-IM6	13	2
P-0034970-T01-IM6	0	3
P-0034992-T01-IM6	2	2
P-0034997-T01-IM6	13	6
P-0035002-T01-IM6	8	1
P-0035013-T01-IM6	8	1
P-0035026-T01-IM6	0	3
P-0035041-T02-IM6	3	1
P-0035080-T01-IM6	2	1
P-0035085-T01-IM6	0	4
P-0035121-T01-IM6	1	0
P-0035132-T01-IM6	1	0
P-0035135-T01-IM6	0	2
P-0035137-T01-IM6	12	4
P-0035139-T01-IM6	5	2
P-0035140-T01-IM6	2	0
P-0035142-T01-IM6	11	7
P-0035151-T01-IM6	2	2
P-0035156-T01-IM6	3	1
P-0035162-T01-IM6	5	3
P-0035226-T01-IM6	27	5
P-0035240-T01-IM6	21	5
P-0035244-T01-IM6	1	4
P-0035273-T01-IM6	0	1
P-0035278-T01-IM6	8	12
P-0035280-T01-IM6	2	3
P-0035287-T01-IM6	0	1
P-0035293-T01-IM6	2	0
P-0035299-T01-IM6	18	4
P-0035301-T01-IM6	19	5
P-0035324-T01-IM6	2	7
P-0035340-T03-IM6	11	3
P-0035349-T02-IM6	13	2
P-0035368-T01-IM6	3	1
P-0035431-T01-IM6	6	7
P-0035440-T01-IM6	1	2
P-0035444-T01-IM6	1	2
P-0035466-T01-IM6	1	2
P-0035469-T01-IM6	10	2
P-0035488-T01-IM6	0	3
P-0035494-T01-IM6	10	9
P-0035502-T01-IM6	17	13
P-0035537-T01-IM6	4	0
P-0035558-T01-IM6	1	4
P-0035560-T01-IM6	6	10
P-0035575-T01-IM6	11	0
P-0035580-T01-IM6	9	19
P-0035731-T01-IM6	0	1
P-0035733-T02-IM6	4	0
P-0035756-T01-IM6	4	3
P-0035774-T01-IM6	0	3
P-0035786-T01-IM6	18	17
P-0035792-T01-IM6	2	2
P-0035825-T01-IM6	5	1
P-0035851-T01-IM6	2	2
P-0035869-T01-IM6	5	1
P-0035890-T02-IM6	3	0
P-0035922-T01-IM6	1	1
P-0036002-T01-IM6	0	1
P-0036022-T01-IM6	1	0
P-0036032-T01-IM6	2	1
P-0036051-T01-IM6	3	1
P-0036059-T01-IM6	4	6
P-0036122-T01-IM6	1	0
P-0036177-T01-IM6	9	2
P-0036201-T01-IM6	8	2
P-0036225-T01-IM6	8	3
P-0036243-T01-IM6	2	4
P-0036244-T01-IM6	6	3
P-0036247-T01-IM6	1	0
P-0036267-T01-IM6	1	1
P-0036281-T01-IM6	6	2
P-0036310-T02-IM6	10	1
P-0036327-T01-IM6	3	7
P-0036332-T01-IM6	8	6
P-0036387-T01-IM6	0	2
P-0036451-T01-IM6	5	2
P-0036477-T02-IM6	5	2
P-0036513-T01-IM6	0	2
P-0036532-T01-IM6	0	2
P-0036556-T01-IM6	3	2
P-0036566-T01-IM6	16	5
P-0036617-T01-IM6	10	3
P-0036637-T01-IM6	0	6
P-0036639-T01-IM6	0	5
P-0036667-T01-IM6	0	23
P-0036679-T01-IM6	5	1
P-0036737-T02-IM6	0	1
P-0036744-T01-IM6	5	1
P-0036749-T01-IM6	2	0
P-0036754-T01-IM6	2	4
P-0036789-T01-IM6	4	5
P-0036792-T01-IM6	0	2
P-0036807-T01-IM6	3	3
P-0036808-T01-IM6	13	4
P-0036810-T01-IM6	5	0
P-0036867-T01-IM6	3	2
P-0036885-T01-IM6	14	4
P-0036887-T01-IM6	3	3
P-0036890-T01-IM6	0	5
P-0036891-T01-IM6	2	1
P-0036893-T01-IM6	8	3
P-0036909-T01-IM6	3	1
P-0036917-T01-IM6	0	2
P-0036964-T01-IM6	1	2
P-0036969-T01-IM6	2	4
P-0036970-T01-IM6	1	2
P-0036979-T01-IM6	3	1
P-0037011-T01-IM6	8	7
P-0037047-T01-IM6	2	1
P-0037064-T01-IM6	2	1
P-0037068-T01-IM6	9	13
P-0037145-T01-IM6	1	0
P-0037149-T01-IM6	2	2
P-0037157-T01-IM6	1	3
P-0037161-T01-IM6	3	0
P-0037164-T02-IM6	0	5
P-0037197-T01-IM6	8	1
P-0037219-T01-IM6	2	3
P-0037226-T01-IM6	3	4
P-0037235-T01-IM6	8	1
P-0037236-T01-IM6	7	3
P-0037244-T01-IM6	16	4
P-0037258-T01-IM6	1	0
P-0037275-T01-IM6	3	3
P-0037279-T02-IM6	5	1
P-0037315-T01-IM6	5	1
P-0037322-T01-IM6	18	7
P-0037326-T01-IM6	0	1
P-0037332-T01-IM6	3	8
P-0037338-T01-IM6	29	8
P-0037369-T01-IM6	0	3
P-0037376-T01-IM6	3	4
P-0037378-T01-IM6	8	0
P-0037396-T01-IM6	3	0
P-0037404-T01-IM6	0	2
P-0037412-T01-IM6	0	2
P-0037413-T01-IM6	2	0
P-0037419-T01-IM6	2	0
P-0037452-T02-IM6	6	2
P-0037459-T01-IM6	3	7
P-0037475-T01-IM6	5	2
P-0037479-T01-IM6	1	0
P-0037491-T01-IM6	1	2
P-0037494-T01-IM6	1	3
P-0037507-T01-IM6	4	1
P-0037552-T01-IM6	9	8
P-0037556-T02-IM6	3	4
P-0037587-T02-IM6	4	1
P-0037642-T01-IM6	4	1
P-0037643-T01-IM6	0	2
P-0037650-T01-IM6	5	9
P-0037652-T01-IM6	5	3
P-0037668-T01-IM6	3	0
P-0037692-T01-IM6	6	0
P-0037693-T01-IM6	15	10
P-0037718-T01-IM6	2	0
P-0037729-T01-IM6	5	4
P-0037743-T01-IM6	1	2
P-0037761-T02-IM6	1	2
P-0037767-T01-IM6	2	0
P-0037770-T01-IM6	8	1
P-0037771-T01-IM6	10	0
P-0037774-T01-IM6	6	0
P-0037833-T01-IM6	5	1
P-0037863-T01-IM6	12	0
P-0037870-T01-IM6	1	2
P-0037879-T01-IM6	4	1
P-0037901-T01-IM6	0	6
P-0037914-T01-IM6	7	10
P-0037924-T01-IM6	1	0
P-0037925-T01-IM6	1	2
P-0037965-T01-IM6	0	17
P-0037975-T01-IM6	1	2
P-0037982-T01-IM6	1	0
P-0037983-T01-IM6	23	0
P-0038013-T01-IM6	2	2
P-0038019-T01-IM6	1	1
P-0038020-T01-IM6	8	0
P-0038021-T01-IM6	2	3
P-0038022-T01-IM6	1	2
P-0038040-T01-IM6	16	1
P-0038046-T01-IM6	5	2
P-0038048-T01-IM6	10	2
P-0038091-T01-IM6	1	3
P-0038095-T01-IM6	7	0
P-0038098-T02-IM6	13	2
P-0038099-T01-IM6	3	4
P-0038143-T01-IM6	28	7
P-0038151-T01-IM6	7	4
P-0038165-T01-IM6	20	5
P-0038172-T01-IM6	2	2
P-0038206-T01-IM6	1	0
P-0038208-T01-IM6	7	0
P-0038228-T01-IM6	3	1
P-0038256-T01-IM6	0	7
P-0038266-T01-IM6	1	2
P-0038268-T01-IM6	11	3
P-0038269-T02-IM6	2	2
P-0038282-T01-IM6	0	1
P-0038283-T01-IM6	1	2
P-0038288-T01-IM6	1	2
P-0038289-T01-IM6	2	1
P-0038343-T01-IM6	2	0
P-0038391-T01-IM6	13	3
P-0038394-T01-IM6	0	4
P-0038428-T02-IM6	4	1
P-0038441-T01-IM6	7	8
P-0038442-T01-IM6	1	0
P-0038443-T01-IM6	7	1
P-0038507-T01-IM6	0	4
P-0038563-T01-IM6	4	2
P-0038566-T01-IM6	3	3
P-0038658-T01-IM6	0	6
P-0038721-T01-IM6	2	4
P-0038759-T01-IM6	0	1
P-0038763-T01-IM6	0	3
P-0038772-T01-IM6	3	1
P-0038774-T01-IM6	0	2
P-0038790-T01-IM6	10	1
P-0038821-T01-IM6	5	2
P-0038833-T01-IM6	5	3
P-0038834-T01-IM6	1	2
P-0038852-T01-IM6	1	2
P-0038858-T01-IM6	4	0
P-0038945-T01-IM6	6	1
P-0038954-T01-IM6	1	0
P-0038958-T01-IM6	2	2
P-0038961-T01-IM6	1	2
P-0038972-T01-IM6	10	5
P-0038984-T01-IM6	18	3
P-0038992-T01-IM6	2	10
P-0039013-T01-IM6	6	0
P-0039021-T01-IM6	0	1
P-0039029-T01-IM6	2	2
P-0039031-T01-IM6	2	2
P-0039044-T01-IM6	0	1
P-0039046-T01-IM6	0	1
P-0039050-T01-IM6	1	3
P-0039065-T01-IM6	2	2
P-0039077-T01-IM6	6	0
P-0039078-T01-IM6	7	0
P-0039079-T01-IM6	0	2
P-0039129-T01-IM6	0	4
P-0039146-T01-IM6	1	4
P-0039219-T01-IM6	1	1
P-0039223-T01-IM6	2	0
P-0039237-T01-IM6	5	0
P-0039257-T01-IM6	0	3
P-0039258-T01-IM6	3	3
P-0039263-T02-IM6	4	1
P-0039278-T01-IM6	4	1
P-0039279-T01-IM6	1	0
P-0039320-T01-IM6	0	1
P-0039352-T01-IM6	7	1
P-0039359-T01-IM6	0	3
P-0039368-T01-IM6	0	1
P-0039387-T01-IM6	1	2
P-0039390-T01-IM6	3	2
P-0039391-T01-IM6	2	0
P-0039397-T01-IM6	15	4
P-0039401-T01-IM6	36	8
P-0039404-T01-IM6	12	1
P-0039409-T01-IM6	5	3
P-0039416-T01-IM6	0	1
P-0039418-T01-IM6	2	1
P-0039430-T02-IM6	9	0
P-0039465-T02-IM6	14	5
P-0039531-T02-IM6	4	1
P-0039584-T01-IM6	0	4
P-0039587-T01-IM6	1	5
P-0039591-T01-IM6	1	2
P-0039592-T02-IM6	3	4
P-0039598-T01-IM6	1	0
P-0039604-T01-IM6	0	5
P-0039620-T01-IM6	4	11
P-0039647-T01-IM6	3	2
P-0039650-T01-IM6	17	4
P-0039651-T01-IM6	8	2
P-0039658-T01-IM6	2	0
P-0039676-T01-IM6	0	1
P-0039680-T01-IM6	3	26
P-0039699-T01-IM6	4	0
P-0039716-T01-IM6	1	1
P-0039781-T01-IM6	2	5
P-0039785-T01-IM6	3	3
P-0039793-T01-IM6	5	10
P-0039795-T01-IM6	7	0
P-0039801-T01-IM6	4	1
P-0039832-T01-IM6	12	1
P-0039853-T01-IM6	5	5
P-0039859-T02-IM6	3	1
P-0039902-T01-IM6	7	40
P-0039904-T02-IM6	6	2
P-0039908-T01-IM6	1	1
P-0039941-T01-IM6	1	3
P-0039952-T01-IM6	3	2
P-0039968-T02-IM6	2	5
P-0039973-T01-IM6	0	3
P-0039978-T01-IM6	17	4
P-0039980-T01-IM6	1	4
P-0039988-T01-IM6	25	4
P-0040010-T01-IM6	2	0
P-0040011-T01-IM6	1	3
P-0040019-T01-IM6	7	0
P-0040034-T03-IM6	0	3
P-0040055-T01-IM6	3	1
P-0040059-T01-IM6	1	2
P-0040060-T01-IM6	2	2
P-0040065-T01-IM6	12	4
P-0040079-T01-IM6	1	0
P-0040095-T01-IM6	0	4
P-0040097-T01-IM6	8	3
P-0040099-T01-IM6	5	0
P-0040127-T01-IM6	0	3
P-0040133-T01-IM6	8	0
P-0040134-T01-IM6	1	0
P-0040135-T01-IM6	1	0
P-0040144-T01-IM6	0	1
P-0040145-T01-IM6	2	4
P-0040162-T01-IM6	4	2
P-0040163-T01-IM6	2	3
P-0040251-T01-IM6	19	3
P-0040258-T01-IM6	4	0
P-0040267-T01-IM6	6	2
P-0040295-T01-IM6	2	0
P-0040360-T01-IM6	3	0
P-0040370-T01-IM6	2	0
P-0040374-T01-IM6	4	2
P-0040375-T01-IM6	4	12
P-0040465-T01-IM6	1	0
P-0040473-T01-IM6	6	6
P-0040483-T01-IM6	6	1
P-0040510-T01-IM6	5	1
P-0040511-T01-IM6	21	1
P-0040513-T01-IM6	2	0
P-0040528-T01-IM6	0	2
P-0040536-T01-IM6	4	1
P-0040544-T01-IM6	2	4
P-0040576-T01-IM6	0	4
P-0040592-T01-IM6	5	0
P-0040600-T01-IM6	1	0
P-0040649-T01-IM6	2	5
P-0040655-T02-IM6	13	1
P-0040684-T01-IM6	0	5
P-0040694-T01-IM6	9	3
P-0040732-T02-IM6	3	0
P-0040744-T01-IM6	5	2
P-0040769-T01-IM6	5	2
P-0040796-T01-IM6	3	0
P-0040818-T01-IM6	2	0
P-0040869-T01-IM6	1	6
P-0040887-T01-IM6	2	1
P-0040888-T01-IM6	2	4
P-0040934-T01-IM6	4	0
P-0040935-T01-IM6	4	1
P-0040945-T01-IM6	4	1
P-0040952-T01-IM6	3	0
P-0040953-T01-IM6	8	1
P-0040954-T01-IM6	1	4
P-0040961-T01-IM6	2	2
P-0040984-T02-IM6	4	0
P-0040991-T01-IM6	22	0
P-0041007-T01-IM6	7	0
P-0041014-T01-IM6	3	0
P-0041023-T01-IM6	14	1
P-0041040-T01-IM6	0	1
P-0041053-T01-IM6	1	1
P-0041075-T01-IM6	2	9
P-0041118-T03-IM6	0	26
P-0041125-T01-IM6	7	3
P-0041149-T01-IM6	0	1
P-0041174-T01-IM6	1	0
P-0041179-T01-IM6	1	0
P-0041197-T01-IM6	7	0
P-0041206-T01-IM6	0	2
P-0041210-T01-IM6	0	2
P-0041215-T02-IM6	0	1
P-0041217-T01-IM6	2	0
P-0041247-T01-IM6	3	0
P-0041251-T01-IM6	6	2
P-0041277-T02-IM6	9	0
P-0041297-T01-IM6	3	14
P-0041300-T01-IM6	2	0
P-0041304-T02-IM6	7	3
P-0041305-T01-IM6	0	1
P-0041306-T01-IM6	17	14
P-0041310-T01-IM6	7	2
P-0041329-T01-IM6	1	0
P-0041355-T01-IM6	4	0
