Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
P-0048915-T01-IM6	21	0.727	21.412	101.962%	3.731	69.283%	0.91297	0.668
P-0048984-T01-IM6	20	0.854	16.576	82.88%	3.396	52.401%	1.00542	0.837
P-0049047-T01-IM6	629	0.993	146.589	23.305%	26.413	13.51%	0.08148	0.992
P-0049073-T01-IM6	219	0.993	70.068	31.995%	10.221	11.748%	0.22685	0.993
P-0049274-T01-IM6	46	0.967	26.446	57.491%	4.531	25.652%	0.56878	0.964
P-0049291-T01-IM6	45	0.984	19.54	43.422%	4.244	21.037%	0.3323	0.983
P-0049371-T01-IM6	51	0.984	21.695	42.539%	3.907	18.236%	0.34556	0.984
P-0049473-T01-IM6	28	0.867	21.68	77.429%	4.72	50.315%	0.82923	0.853
P-0049485-T01-IM6	46	0.833	39.183	85.18%	6.347	56.1%	0.72394	0.795
P-0049760-T01-IM6	384	0.977	156.94	40.87%	35.432	24.802%	0.17583	0.977
P-0049775-T01-IM6	32	0.904	21.368	66.775%	5.201	43.342%	0.65546	0.896
P-0049788-T01-IM6	22	0.965	12.482	56.736%	2.688	26.88%	0.66902	0.963
P-0049805-T01-IM6	21	0.841	17.799	84.757%	3.289	54.071%	0.97567	0.816
P-0049931-T01-IM6	39	0.883	31.375	80.449%	4.917	48.449%	0.81576	0.861
P-0050111-T01-IM6	28	0.926	19.35	69.107%	3.348	38.404%	0.73978	0.917
P-0050149-T01-IM6	30	0.765	28.417	94.723%	4.57	64.63%	0.83757	0.702
